,Term,pval,padj,NES,Top_up,Top_down,Direction_up,Direction_down
guanfacine-4660,guanfacine-4660,0.0964,0.2797526165556613,1.1286224127205446,1.1627906976744187,100.0,pos,neg
guanfacine-5256,guanfacine-5256,0.5858,0.9243036178765666,0.2783963794897377,100.0,100.0,neg,neg
guanfacine-5621,guanfacine-5621,0.0092,0.05153351698806244,1.46579882195695,0.0,98.7012987012987,pos,neg
halcinonide-2185,halcinonide-2185,0.03,0.11921824104234528,1.3183062255764022,1.1764705882352942,98.78048780487805,pos,neg
halcinonide-3680,halcinonide-3680,0.023,0.09838709677419355,-1.3557482011100175,100.0,0.0,neg,pos
halcinonide-4703,halcinonide-4703,0.536,0.9243036178765666,0.3652595221504462,100.0,100.0,neg,neg
halcinonide-6040,halcinonide-6040,0.1138,0.3210823311748381,-1.1044879324712695,98.71794871794873,0.0,neg,pos
halcinonide-7379,halcinonide-7379,0.0146,0.07090764331210192,-1.4099922979226591,98.76543209876543,0.0,neg,pos
halofantrine-3130,halofantrine-3130,0.5404,0.9243036178765666,-0.35515966296991347,100.0,100.0,neg,neg
halofantrine-6509,halofantrine-6509,0.6208,0.9243036178765666,-0.22991636243516705,100.0,98.79518072289156,neg,neg
halofantrine-7469,halofantrine-7469,0.0036,0.03234848484848484,-1.6150786926794545,100.0,0.0,neg,pos
haloperidol-1024,haloperidol-1024,0.0872,0.25783809985458067,1.1456705318516955,0.0,100.0,pos,neg
haloperidol-1041,haloperidol-1041,0.42,0.9243036178765666,-0.7519500716229623,100.0,100.0,neg,neg
haloperidol-1082,haloperidol-1082,0.5504,0.9243036178765666,-0.3382667550667793,100.0,100.0,neg,neg
haloperidol-1144,haloperidol-1144,0.3016,0.7466558441558441,-0.8820479307074528,100.0,100.0,neg,neg
haloperidol-1185,haloperidol-1185,0.5376,0.9243036178765666,-0.3626569665326296,100.0,100.0,neg,neg
haloperidol-1203,haloperidol-1203,0.495,0.9243036178765666,-0.6016389876403525,100.0,100.0,neg,neg
haloperidol-1244,haloperidol-1244,0.652,0.9268195368034854,-0.20028599720784201,97.8021978021978,100.0,neg,neg
haloperidol-1539,haloperidol-1539,0.611,0.9243036178765666,0.24196828804089443,100.0,100.0,neg,neg
haloperidol-1628,haloperidol-1628,0.537,0.9243036178765666,-0.36382231903074436,100.0,100.0,neg,neg
haloperidol-1669,haloperidol-1669,0.0106,0.05717064544650752,-1.4507139228458867,100.0,0.0,neg,pos
